generation,# of moves until defeat playing first against minimax,# of moves until defeat playing second against minimax
1901,17,16
1902,17,16
1903,31,14
1904,17,14
1905,17,16
1906,17,14
1907,17,22
1908,19,20
1909,17,22
1910,15,32
1911,15,10
1912,19,32
1913,23,20
1914,19,32
1915,17,14
1916,25,34
1917,33,39*
1918,33,30
1919,40*,34
1920,29,20
1921,23,32
1922,23,20
1923,19,14
1924,23,22
1925,17,28
1926,37,22
1927,17,14
1928,23,36
1929,17,28
1930,15,28
1931,40*,34
1932,33,18
1933,23,20
1934,33,18
1935,19,30
1936,19,34
1937,21,20
1938,17,20
1939,19,30
1940,17,20
1941,17,32
1942,19,30
1943,19,30
1944,19,30
1945,19,30
1946,23,22
1947,23,20
1948,23,22
1949,17,14
1950,21,20
1951,19,20
1952,17,14
1953,15,14
1954,21,22
1955,17,16
1956,29,30
1957,21,18
1958,19,32
1959,19,22
1960,19,32
1961,15,30
1962,27,20
1963,15,30
1964,17,14
1965,17,28
1966,21,20
1967,29,20
1968,17,30
1969,19,28
1970,15,22
1971,17,14
1972,23,20
1973,23,24
1974,39,38
1975,31,14
1976,21,32
1977,17,20
1978,21,22
1979,17,22
1980,21,32
1981,15,26
1982,21,16
1983,17,22
1984,29,26
1985,23,24
1986,29,26
1987,21,14
1988,25,16
1989,17,28
1990,21,16
1991,21,18
1992,21,22
1993,21,18
1994,19,18
1995,15,24
1996,15,34
1997,15,24
1998,17,20
1999,15,18
2000,15,28
2001,17,24
2002,15,32
2003,17,20
2004,15,32
2005,17,20
2006,15,32
2007,17,18
2008,41,22
2009,19,20
2010,27,30
2011,17,20
2012,17,32
2013,19,32
2014,17,32
2015,13,24
2016,27,30
2017,13,24
2018,27,30
2019,25,38
2020,19,20
2021,19,34
2022,29,26
2023,25,38
2024,29,26
2025,25,38
2026,29,26
2027,19,20
2028,19,28
2029,17,14
2030,27,20
2031,21,36
2032,19,24
2033,21,36
2034,23,28
2035,19,30
2036,23,28
2037,19,30
2038,23,28
2039,19,30
2040,23,28
2041,19,30
2042,23,28
2043,25,20
2044,19,24
2045,19,32
2046,17,22
2047,17,16
2048,15,28
2049,15,36
2050,17,34
2051,19,32
2052,19,34
2053,19,32
2054,19,34
2055,19,32
2056,19,34
2057,19,32
2058,19,34
2059,40*,34
2060,15,28
2061,40*,34
2062,15,28
2063,17,22
2064,31,18
2065,17,22
2066,19,32
2067,40*,34
2068,19,32
2069,40*,34
2070,17,18
2071,19,28
2072,17,28
2073,15,36
2074,19,32
2075,17,43
2076,17,14
2077,17,28
2078,21,43
2079,15,16
2080,17,20
2081,15,16
2082,17,18
2083,17,43
2084,15,16
2085,25,28
2086,37,20
2087,15,36
2088,37,20
2089,17,14
2090,15,16
2091,17,14
2092,15,16
2093,21,30
2094,17,20
2095,21,30
2096,17,20
2097,21,30
2098,17,28
2099,21,20
2100,17,18
2101,23,20
2102,29,14
2103,17,34
2104,19,38
2105,21,30
2106,19,20
2107,15,18
2108,17,22
2109,21,32
2110,15,32
2111,15,36
2112,15,32
2113,38*,34
2114,17,20
2115,19,20
2116,17,20
2117,19,20
2118,17,20
2119,19,20
2120,15,22
2121,17,32
2122,17,20
2123,17,32
2124,21,43
2125,19,10
2126,17,20
2127,15,14
2128,15,28
2129,15,14
2130,15,28
2131,15,14
2132,15,28
2133,15,14
2134,15,28
2135,15,14
2136,15,28
2137,17,22
2138,21,43
2139,21,36
2140,15,20
2141,17,22
2142,15,20
2143,17,22
2144,15,30
2145,19,26
2146,17,20
2147,27,28
2148,15,30
2149,27,28
2150,15,30
2151,27,28
2152,17,22
2153,17,20
2154,17,22
2155,17,20
2156,17,22
2157,17,20
2158,15,36
2159,19,20
2160,17,24
2161,19,28
2162,21,32
2163,19,32
2164,21,32
2165,19,32
2166,21,32
2167,15,32
2168,17,24
2169,15,32
2170,17,24
2171,15,32
2172,17,24
2173,15,32
2174,17,24
2175,15,32
2176,38*,38
2177,19,32
2178,15,28
2179,15,36
2180,15,28
2181,25,14
2182,15,28
2183,29,32
2184,21,22
2185,19,28
2186,17,39*
2187,29,20
2188,17,24
2189,29,20
2190,25,20
2191,21,34
2192,21,30
2193,19,20
2194,17,30
2195,25,38
2196,17,30
2197,27,18
2198,15,34
2199,27,18
2200,21,30
2201,27,18
2202,21,30
2203,27,18
2204,17,24
2205,31,10
2206,13,24
2207,13,24
2208,21,16
2209,19,32
2210,21,16
2211,13,32
2212,13,24
2213,21,20
2214,19,22
2215,15,16
2216,38*,16
2217,15,16
2218,38*,16
2219,19,22
2220,17,20
2221,15,18
2222,21,30
2223,21,20
2224,19,36
2225,15,18
2226,27,28
2227,19,32
2228,27,28
2229,19,32
2230,19,32
2231,17,24
2232,21,20
2233,15,14
2234,19,32
2235,15,14
2236,15,34
2237,17,32
2238,15,34
2239,21,14
2240,19,32
2241,17,28
2242,23,10
2243,21,14
2244,23,10
2245,19,32
2246,19,32
2247,19,32
2248,19,32
2249,19,14
2250,25,28
2251,17,14
2252,21,22
2253,17,14
2254,21,22
2255,21,16
2256,25,20
2257,21,36
2258,17,22
2259,17,41*
2260,17,24
2261,17,41*
2262,17,24
2263,19,16
2264,21,32
2265,19,16
2266,15,36
2267,29,26
2268,21,39*
2269,19,16
2270,21,39*
2271,17,14
2272,15,39*
2273,19,16
2274,39,32
2275,19,16
2276,39,32
2277,19,16
2278,39,32
2279,19,16
2280,39,32
2281,19,16
2282,39,32
2283,27,14
2284,25,20
2285,21,28
2286,23,34
2287,19,16
2288,23,34
2289,19,16
2290,23,34
2291,17,32
2292,23,18
2293,21,14
2294,17,30
2295,19,16
2296,17,14
2297,17,41*
2298,17,14
2299,31,14
2300,17,30
2301,31,14
2302,15,28
2303,17,41*
2304,15,28
2305,17,41*
2306,23,20
2307,21,16
2308,23,20
2309,21,16
2310,23,20
2311,17,24
2312,13,18
2313,17,20
2314,17,32
2315,19,20
2316,17,22
2317,23,30
2318,15,30
2319,19,32
2320,17,34
2321,17,20
2322,17,34
2323,15,32
2324,17,22
2325,17,14
2326,15,22
2327,17,10
2328,15,22
2329,17,10
2330,15,32
2331,17,18
2332,19,28
2333,19,14
2334,19,26
2335,19,32
2336,19,26
2337,19,32
2338,40*,14
2339,21,14
2340,19,28
2341,21,34
2342,15,32
2343,21,34
2344,15,32
2345,17,18
2346,17,16
2347,21,34
2348,17,16
2349,21,32
2350,29,28
2351,21,34
2352,29,28
2353,21,34
2354,29,28
2355,17,28
2356,15,22
2357,15,32
2358,17,43
2359,21,34
2360,17,43
2361,21,34
2362,21,38
2363,21,14
2364,21,38
2365,17,20
2366,17,16
2367,29,18
2368,29,24
2369,17,20
2370,21,28
2371,27,18
2372,17,22
2373,27,18
2374,17,22
2375,27,18
2376,17,14
2377,19,24
2378,15,38
2379,19,28
2380,17,28
2381,17,38
2382,17,28
2383,17,32
2384,29,22
2385,21,14
2386,21,18
2387,19,18
2388,21,18
2389,21,14
2390,40*,38
2391,17,18
2392,40*,38
2393,17,18
2394,17,32
2395,21,14
2396,40*,38
2397,17,41*
2398,17,39*
2399,21,34
2400,19,28
2401,15,20
2402,17,28
2403,17,34
2404,17,20
2405,21,14
2406,17,24
2407,15,14
2408,23,41*
2409,15,16
2410,21,18
2411,15,16
2412,21,16
2413,17,16
2414,17,20
2415,17,16
2416,17,20
2417,19,32
2418,17,16
2419,19,28
2420,21,24
2421,19,28
2422,21,24
2423,15,18
2424,19,14
2425,15,18
2426,21,14
2427,19,28
2428,21,14
2429,23,14
2430,19,14
2431,15,14
2432,19,22
2433,15,14
2434,21,28
2435,15,18
2436,21,20
2437,15,20
2438,19,32
2439,17,30
2440,21,20
2441,17,30
2442,31,16
2443,19,28
2444,15,18
2445,15,30
2446,17,32
2447,29,14
2448,19,30
2449,15,30
2450,19,30
2451,15,30
2452,19,30
2453,15,30
2454,19,28
2455,17,32
2456,19,28
2457,17,32
2458,15,18
2459,19,20
2460,17,41*
2461,27,28
2462,21,26
2463,17,10
2464,19,28
2465,17,10
2466,15,18
2467,17,20
2468,19,28
2469,17,20
2470,17,28
2471,27,28
2472,17,38
2473,19,28
2474,31,16
2475,15,14
2476,17,20
2477,15,18
2478,21,28
2479,15,18
2480,21,28
2481,15,18
2482,21,28
2483,15,18
2484,21,28
2485,15,18
2486,21,28
2487,15,18
2488,15,36
2489,15,30
2490,17,30
2491,15,20
2492,17,30
2493,15,20
2494,17,30
2495,15,20
2496,17,30
2497,21,32
2498,21,14
2499,15,20
2500,21,14
2501,15,20
2502,19,20
2503,21,18
2504,17,26
2505,17,34
2506,23,32
2507,15,20
2508,19,20
2509,15,20
2510,19,20
2511,15,20
2512,19,20
2513,27,28
2514,21,14
2515,17,34
2516,19,18
2517,17,18
2518,19,28
2519,17,18
2520,19,34
2521,17,20
2522,17,43
2523,33,18
2524,19,28
2525,21,32
2526,17,22
2527,19,22
2528,15,14
2529,17,22
2530,15,14
2531,15,16
2532,17,43
2533,15,16
2534,15,22
2535,17,16
2536,17,43
2537,17,16
2538,17,43
2539,17,16
2540,17,43
2541,21,18
2542,25,34
2543,21,18
2544,17,16
2545,17,16
2546,13,32
2547,17,24
2548,15,18
2549,25,28
2550,19,28
2551,19,41*
2552,25,34
2553,19,41*
2554,25,34
2555,15,30
2556,19,28
2557,15,30
2558,15,32
2559,17,32
2560,19,28
2561,17,32
2562,19,14
2563,15,39*
2564,21,14
2565,17,34
2566,15,16
2567,17,28
2568,17,14
2569,15,14
2570,17,14
2571,17,14
2572,29,36
2573,17,30
2574,19,22
2575,33,38
2576,15,20
2577,17,34
2578,17,20
2579,23,34
2580,15,18
2581,27,18
2582,15,18
2583,27,18
2584,15,18
2585,27,18
2586,15,18
2587,27,18
2588,15,18
2589,21,43
2590,15,34
2591,19,18
2592,17,20
2593,27,32
2594,15,20
2595,19,18
2596,15,10
2597,19,28
2598,21,14
2599,19,18
2600,15,10
2601,19,18
2602,33,28
2603,27,26
2604,15,20
2605,29,18
2606,19,28
2607,17,28
2608,17,20
2609,29,18
2610,15,28
2611,17,20
2612,15,34
2613,23,18
2614,17,22
2615,23,18
2616,15,34
2617,17,20
2618,17,22
2619,17,18
2620,15,28
2621,17,20
2622,17,20
2623,15,24
2624,17,16
2625,17,43
2626,17,20
2627,17,18
2628,19,22
2629,17,18
2630,19,22
2631,15,26
2632,19,39*
2633,15,32
2634,15,20
2635,19,22
2636,23,22
2637,29,16
2638,23,22
2639,29,16
2640,27,30
2641,19,26
2642,17,22
2643,17,34
2644,19,28
2645,17,34
2646,17,22
2647,19,26
2648,17,22
2649,19,26
2650,17,22
2651,25,14
2652,19,28
2653,25,14
2654,19,28
2655,19,18
2656,15,16
2657,19,22
2658,17,22
2659,25,14
2660,17,22
2661,19,32
2662,25,38
2663,21,16
2664,15,16
2665,21,16
2666,15,16
2667,27,32
2668,19,16
2669,27,32
2670,17,18
2671,15,43
2672,25,34
2673,17,32
2674,17,22
2675,17,32
2676,17,16
2677,17,14
2678,27,41*
2679,23,20
2680,19,14
2681,17,20
2682,17,22
2683,31,22
2684,29,18
2685,17,20
2686,29,18
2687,17,20
2688,15,36
2689,17,18
2690,17,18
2691,13,14
2692,15,36
2693,17,30
2694,17,30
2695,17,20
2696,21,16
2697,17,30
2698,21,16
2699,17,30
2700,21,16
2701,17,30
2702,29,30
2703,15,18
2704,21,16
2705,17,32
2706,29,18
2707,23,10
2708,25,14
2709,17,32
2710,17,34
2711,15,18
2712,17,10
2713,13,14
2714,19,18
2715,17,20
2716,21,14
2717,21,20
2718,19,18
2719,21,20
2720,15,14
2721,27,32
2722,19,14
2723,25,20
2724,13,14
2725,25,20
2726,17,16
2727,19,26
2728,17,20
2729,15,18
2730,15,18
2731,15,22
2732,17,38
2733,21,20
2734,17,20
2735,15,16
2736,13,14
2737,15,16
2738,17,32
2739,21,18
2740,17,32
2741,29,28
2742,17,38
2743,25,16
2744,17,34
2745,17,34
2746,17,34
2747,17,34
2748,21,22
2749,17,24
2750,17,34
2751,17,24
2752,15,18
2753,21,18
2754,15,18
2755,19,22
2756,23,18
2757,15,10
2758,17,10
2759,38*,18
2760,15,32
2761,17,32
2762,15,30
2763,17,39*
2764,15,20
2765,17,39*
2766,19,30
2767,15,16
2768,15,20
2769,27,34
2770,15,18
2771,17,34
2772,19,20
2773,17,34
2774,19,20
2775,17,34
2776,19,38
2777,27,34
2778,19,38
2779,19,20
2780,19,20
2781,19,20
2782,17,20
2783,21,18
2784,19,22
2785,19,28
2786,19,14
2787,17,32
2788,21,14
2789,21,18
2790,21,14
2791,21,18
2792,23,18
2793,19,39*
2794,21,14
2795,19,39*
2796,21,14
2797,19,28
2798,19,20
2799,19,38
2800,23,22
2801,19,28
2802,15,18
2803,31,32
2804,25,20
2805,15,32
2806,27,20
2807,35,22
2808,40*,28
2809,17,18
2810,17,38
2811,39,30
2812,39,30
2813,17,18
2814,39,30
2815,17,30
2816,19,18
2817,17,22
2818,19,32
2819,15,16
2820,25,10
2821,15,20
2822,19,32
2823,17,16
2824,25,18
2825,39,38
2826,17,22
2827,19,20
2828,13,30
2829,17,16
2830,21,32
2831,21,22
2832,13,30
2833,15,30
2834,19,32
2835,15,30
2836,21,43
2837,23,30
2838,19,32
2839,23,30
2840,21,34
2841,23,28
2842,17,39*
2843,23,30
2844,21,34
2845,23,30
2846,21,34
2847,17,16
2848,19,32
2849,19,18
2850,19,30
2851,17,14
2852,25,43
2853,13,14
2854,17,14
2855,13,14
2856,31,16
2857,15,32
2858,33,14
2859,17,16
2860,35,16
2861,17,14
2862,17,32
2863,25,16
2864,17,22
2865,17,14
2866,17,18
2867,29,30
2868,17,22
2869,29,30
2870,17,22
2871,29,30
2872,17,22
2873,33,32
2874,17,16
2875,21,24
2876,21,20
2877,17,38
2878,35,16
2879,23,18
2880,15,30
2881,33,16
2882,15,14
2883,33,32
2884,15,14
2885,17,20
2886,25,18
2887,17,20
2888,25,18
2889,17,20
2890,19,30
2891,17,16
2892,23,20
2893,23,30
2894,17,26
2895,21,22
2896,17,26
2897,17,14
2898,23,20
2899,15,28
2900,17,18
2901,17,30
2902,21,32
2903,17,30
2904,27,24
2905,19,16
2906,27,18
2907,23,16
2908,31,32
2909,39,38
2910,38*,26
2911,19,16
2912,17,10
2913,19,16
2914,23,28
2915,31,24
2916,21,28
2917,17,16
2918,17,22
2919,29,22
2920,23,10
2921,29,22
2922,21,14
2923,17,30
2924,19,28
2925,23,18
2926,15,28
2927,21,18
2928,15,28
2929,19,22
2930,21,22
2931,27,28
2932,17,20
2933,13,32
2934,38*,32
2935,38*,32
2936,25,32
2937,27,20
2938,21,14
2939,27,20
2940,15,20
2941,13,32
2942,15,20
2943,13,32
2944,21,38
2945,19,36
2946,17,18
2947,21,18
2948,29,18
2949,21,18
2950,19,18
2951,21,18
2952,19,18
2953,21,18
2954,17,34
2955,19,18
2956,19,22
2957,21,20
2958,15,16
2959,15,22
2960,17,22
2961,23,18
2962,19,22
2963,23,18
2964,19,22
2965,39,28
2966,19,18
2967,17,28
2968,21,38
2969,27,30
2970,15,20
2971,17,32
2972,19,36
2973,17,22
2974,17,30
2975,27,30
2976,17,30
2977,27,30
2978,17,22
2979,13,16
2980,17,30
2981,13,16
2982,17,30
2983,13,16
2984,17,28
2985,17,28
2986,17,28
2987,19,18
2988,17,16
2989,39,28
2990,15,32
2991,19,30
2992,15,32
2993,17,14
2994,17,18
2995,27,14
2996,17,30
2997,17,16
2998,19,36
2999,19,28
3000,23,10
3001,19,28
3002,17,20
3003,23,18
3004,17,20
3005,17,18
3006,17,22
3007,17,20
3008,41,30
3009,23,30
3010,21,28
3011,23,30
3012,17,18
3013,17,36
3014,17,18
3015,17,30
3016,21,28
3017,17,38
3018,17,28
3019,27,14
3020,23,16
3021,17,14
3022,19,38
3023,19,18
3024,17,16
3025,19,18
3026,21,18
3027,23,18
3028,21,18
3029,23,18
3030,17,14
3031,17,28
3032,15,32
3033,38*,32
3034,21,18
3035,38*,32
3036,17,14
3037,29,16
3038,21,18
3039,29,16
3040,25,34
3041,15,22
3042,23,18
3043,17,28
3044,23,18
3045,15,20
3046,21,18
3047,15,20
3048,21,18
3049,17,14
3050,17,16
3051,17,34
3052,17,14
3053,17,14
3054,19,14
3055,21,39*
3056,17,14
3057,19,30
3058,17,14
3059,19,30
3060,17,14
3061,19,30
3062,17,30
3063,19,24
3064,23,22
3065,17,41*
3066,23,22
3067,15,20
3068,23,22
3069,15,20
3070,23,22
3071,21,14
3072,15,32
3073,25,20
3074,17,20
3075,23,28
3076,15,30
3077,23,28
3078,15,30
3079,19,16
3080,17,18
3081,19,16
3082,27,14
3083,23,36
3084,17,18
3085,21,18
3086,25,28
3087,33,16
3088,19,16
3089,23,36
3090,19,16
3091,23,36
3092,15,20
3093,23,28
3094,40*,28
3095,19,16
3096,40*,28
3097,19,16
3098,23,30
3099,15,14
3100,19,16
3101,23,20
3102,15,16
3103,27,18
3104,15,16
3105,23,24
3106,21,18
3107,19,39*
3108,21,18
3109,31,32
3110,19,32
3111,27,18
3112,21,14
3113,15,18
3114,21,14
3115,15,18
3116,39,16
3117,19,38
3118,19,32
3119,19,38
3120,19,32
3121,17,28
3122,17,14
3123,17,43
3124,17,14
3125,25,22
3126,27,18
3127,17,18
3128,17,24
3129,23,34
3130,19,18
3131,13,18
3132,17,16
3133,13,18
3134,31,16
3135,23,34
3136,15,16
3137,19,14
3138,17,16
3139,19,14
3140,27,20
3141,19,43
3142,27,20
3143,19,43
3144,27,20
3145,15,30
3146,17,16
3147,19,28
3148,15,16
3149,19,16
3150,15,16
3151,21,16
3152,15,32
3153,17,34
3154,19,16
3155,17,26
3156,21,14
3157,17,26
3158,17,32
3159,17,34
3160,17,20
3161,17,36
3162,17,32
3163,17,36
3164,11,26
3165,21,16
3166,29,18
3167,17,18
3168,19,20
3169,27,14
3170,17,36
3171,15,32
3172,19,20
3173,15,32
3174,15,30
3175,17,24
3176,19,32
3177,17,18
3178,19,32
3179,17,18
3180,17,18
3181,19,32
3182,15,43
3183,21,20
3184,19,43
3185,17,20
3186,17,30
3187,21,22
3188,19,28
3189,21,22
3190,11,16
3191,25,16
3192,38*,18
3193,17,22
3194,23,22
3195,21,22
3196,19,28
3197,15,16
3198,11,26
3199,25,34
3200,19,10
3201,21,22
3202,19,10
3203,17,22
3204,17,30
3205,17,22
3206,17,10
3207,19,16
3208,21,28
3209,17,16
3210,21,43
3211,15,22
3212,17,10
3213,19,28
3214,17,10
3215,19,28
3216,25,20
3217,38*,32
3218,17,10
3219,15,32
3220,19,20
3221,27,38
3222,17,16
3223,15,32
3224,21,16
3225,11,14
3226,15,32
3227,38*,32
3228,17,28
3229,29,39*
3230,17,16
3231,17,30
3232,23,22
3233,21,24
3234,15,36
3235,19,28
3236,15,36
3237,31,35*
3238,17,28
3239,19,28
3240,17,28
3241,21,18
3242,15,32
3243,19,28
3244,15,22
3245,19,28
3246,15,22
3247,19,28
3248,15,22
3249,19,28
3250,15,28
3251,19,18
3252,23,28
3253,29,32
3254,13,10
3255,17,20
3256,17,28
3257,40*,34
3258,17,41*
3259,17,26
3260,13,14
3261,15,10
3262,17,22
3263,23,22
3264,11,26
3265,19,18
3266,17,22
3267,19,18
3268,17,22
3269,17,32
3270,15,16
3271,23,34
3272,17,28
3273,21,22
3274,19,38
3275,15,20
3276,17,41*
3277,25,18
3278,23,16
3279,15,32
3280,17,14
3281,15,32
3282,17,14
3283,35,24
3284,25,36
3285,15,32
3286,17,20
3287,17,16
3288,17,16
3289,17,32
3290,13,30
3291,15,34
3292,17,41*
3293,23,16
3294,15,16
3295,19,16
3296,17,41*
3297,21,18
3298,17,20
3299,25,14
3300,23,14
3301,33,16
3302,17,20
3303,38*,38
3304,21,16
3305,23,34
3306,21,30
3307,15,22
3308,17,30
3309,21,43
3310,34*,30
3311,11,30
3312,21,14
3313,23,20
3314,17,30
3315,15,20
3316,21,30
3317,15,20
3318,17,38
3319,19,18
3320,17,38
3321,23,34
3322,25,20
3323,19,18
3324,25,20
3325,19,18
3326,19,36
3327,19,18
3328,15,24
3329,17,20
3330,15,24
3331,13,38
3332,19,34
3333,27,18
3334,23,16
3335,25,18
3336,13,16
3337,31,14
3338,19,34
3339,40*,32
3340,40*,16
3341,29,18
3342,21,30
3343,19,32
3344,15,34
3345,19,32
3346,17,39*
3347,15,20
3348,15,34
3349,21,14
3350,29,34
3351,17,18
3352,38*,18
3353,21,14
3354,21,18
3355,19,14
3356,17,14
3357,19,14
3358,21,18
3359,40*,32
3360,21,18
3361,13,18
3362,15,20
3363,13,18
3364,19,28
3365,31,14
3366,17,18
3367,25,24
3368,19,43
3369,23,24
3370,19,43
3371,21,14
3372,17,20
3373,23,24
3374,15,32
3375,19,20
3376,17,16
3377,17,28
3378,17,16
3379,15,14
3380,15,20
3381,17,28
3382,15,20
3383,17,28
3384,15,20
3385,17,28
3386,27,26
3387,15,18
3388,17,43
3389,21,14
3390,15,20
3391,21,14
3392,15,20
3393,21,14
3394,19,28
3395,19,28
3396,15,14
3397,17,16
3398,19,30
3399,19,28
3400,19,30
3401,19,28
3402,19,30
3403,19,28
3404,19,30
3405,17,38
3406,17,20
3407,21,18
3408,17,38
3409,17,20
3410,17,18
3411,17,32
3412,29,18
3413,17,38
3414,29,18
3415,17,38
3416,25,20
3417,23,36
3418,21,43
3419,23,36
3420,15,16
3421,15,32
3422,17,32
3423,19,32
3424,19,32
3425,17,22
3426,23,18
3427,17,24
3428,23,18
3429,21,14
3430,29,18
3431,21,36
3432,11,34
3433,17,30
3434,21,43
3435,15,14
3436,11,20
3437,17,16
3438,11,20
3439,15,22
3440,19,20
3441,17,38
3442,17,32
3443,13,34
3444,27,34
3445,17,32
3446,27,34
3447,17,32
3448,17,20
3449,19,16
3450,17,34
3451,21,14
3452,17,34
3453,37,41*
3454,37,36
3455,15,22
3456,17,18
3457,21,14
3458,15,20
3459,21,14
3460,15,20
3461,17,32
3462,29,20
3463,11,20
3464,23,24
3465,31,20
3466,19,30
3467,21,14
3468,15,24
3469,21,34
3470,17,28
3471,15,36
3472,19,16
3473,15,22
3474,15,43
3475,11,20
3476,19,22
3477,11,20
3478,17,22
3479,17,16
3480,21,20
3481,17,22
3482,19,20
3483,15,22
3484,17,32
3485,27,26
3486,17,32
3487,17,20
3488,17,16
3489,11,36
3490,21,20
3491,15,14
3492,23,24
3493,17,36
3494,25,32
3495,17,38
3496,33,22
3497,11,36
3498,33,22
3499,11,36
3500,31,14
3501,25,20
3502,21,39*
3503,33,16
3504,25,16
3505,21,34
3506,33,22
3507,21,16
3508,19,34
3509,25,20
3510,17,32
3511,25,20
3512,17,32
3513,25,20
3514,21,16
3515,17,16
3516,17,28
3517,21,16
3518,17,28
3519,21,16
3520,19,34
3521,21,16
3522,19,34
3523,21,16
3524,25,34
3525,31,18
3526,21,14
3527,29,16
3528,27,41*
3529,21,34
3530,23,36
3531,17,34
3532,15,20
3533,15,22
3534,19,30
3535,19,28
3536,15,32
3537,21,32
3538,27,41*
3539,21,32
3540,17,18
3541,11,16
3542,25,38
3543,23,16
3544,27,41*
3545,21,20
3546,40*,16
3547,15,20
3548,15,20
3549,17,14
3550,23,28
3551,23,16
3552,17,20
3553,23,20
3554,13,16
3555,23,20
3556,15,34
3557,21,34
3558,15,34
3559,27,22
3560,15,20
3561,17,16
3562,21,20
3563,19,38
3564,15,24
3565,15,34
3566,15,22
3567,15,34
3568,15,22
3569,15,34
3570,15,22
3571,15,34
3572,15,22
3573,15,34
3574,15,22
3575,15,34
3576,15,22
3577,15,34
3578,17,20
3579,11,14
3580,17,20
3581,21,20
3582,34*,12
3583,19,18
3584,15,20
3585,17,14
3586,17,16
3587,17,39*
3588,21,20
3589,17,32
3590,29,30
3591,17,18
3592,29,30
3593,19,16
3594,38*,38
3595,15,28
3596,17,22
3597,15,28
3598,17,22
3599,11,14
3600,17,14
3601,17,20
3602,17,14
3603,17,20
3604,15,34
3605,19,28
3606,21,18
3607,15,28
3608,21,20
3609,17,10
3610,21,18
3611,15,14
3612,17,14
3613,15,14
3614,17,14
3615,25,41*
3616,17,14
3617,23,32
3618,15,20
3619,23,32
3620,17,18
3621,25,30
3622,11,24
3623,25,30
3624,15,41*
3625,15,18
3626,15,41*
3627,15,18
3628,15,22
3629,17,38
3630,38*,18
3631,15,39*
3632,15,28
3633,17,38
3634,15,28
3635,25,22
3636,11,14
3637,15,14
3638,15,32
3639,19,36
3640,21,16
3641,19,36
3642,17,10
3643,15,14
3644,17,10
3645,29,22
3646,25,10
3647,19,16
3648,21,18
3649,17,20
3650,21,18
3651,23,20
3652,19,32
3653,23,20
3654,19,32
3655,21,30
3656,29,20
3657,21,30
3658,15,20
3659,17,22
3660,15,20
3661,21,16
3662,21,16
3663,21,20
3664,19,18
3665,17,20
3666,15,28
3667,17,20
3668,15,28
3669,17,20
3670,17,14
3671,15,14
3672,38*,36
3673,23,20
3674,17,22
3675,15,22
3676,17,10
3677,17,20
3678,29,20
3679,15,24
3680,29,20
3681,19,18
3682,31,18
3683,17,16
3684,17,24
3685,29,20
3686,17,24
3687,29,20
3688,17,24
3689,19,16
3690,17,10
3691,11,43
3692,38*,36
3693,11,43
3694,15,20
3695,19,16
3696,15,20
3697,19,16
3698,11,20
3699,15,24
3700,29,24
3701,25,22
3702,17,20
3703,17,18
3704,17,20
3705,17,18
3706,17,24
3707,15,32
3708,17,20
3709,15,32
3710,25,16
3711,17,20
3712,15,36
3713,21,22
3714,17,20
3715,21,22
